houestype,area,unitprice,orientation,floor,zhuangxiucd,estate,region,street,yearbuilt
4室2厅2卫,147.91,20823,东,高层（共41层）,精装修,融景城馨苑,江北,建东路,有
4室2厅2卫,170.5,15249,南北,中层（共13层）,毛坯,融创碧桂园望江府住宅,渝北,悦来,2019
4室2厅2卫,201,21393,东,底层地上层数（共3层）,毛坯,奥山别墅,渝北,汽博中心,2015
4室2厅2卫,145.77,19208,南北,中层（共32层）,精装修,中渝山顶道国宾城,渝北,加州新牌坊,2013
2室1厅1卫,85,10941,东,低层（共32层）,精装修,同天观云邸,九龙坡,巴国城,2010
3室2厅2卫,117,12940,西北,中层（共33层）,精装修,融侨城花漫庭,南岸,铜元局,无
4室2厅2卫,166.96,13177,东南,高层（共31层）,精装修,棕榈泉悦江国际,渝北,悦来,有
4室2厅2卫,174.03,15974,南,中层（共31层）,精装修,招商江湾城,江北,北滨路,无
4室2厅2卫,115.85,13379,南,中层（共9层）,精装修,金科博翠园,南岸,茶园新区,2018
2室1厅1卫,82.55,12235,南,高层（共28层）,精装修,恒大照母山山水城,渝北,照母山,无
2室2厅1卫,82.86,17741,西北,中层（共48层）,精装修,龙湖两江新宸森屿,渝北,礼嘉,有
5室2厅3卫,190,33684,东南,中层（共8层）,精装修,香港置地壹号半岛,渝北,照母山,无
4室2厅3卫,176,16932,南,中层（共38层）,毛坯,江北嘴·公园里,渝北,龙头寺,2020
4室2厅2卫,146.59,22171,西南,中层（共52层）,精装修,长嘉汇一期,南岸,南滨路,2013
4室2厅2卫,145,18966,南北,低层（共31层）,豪华装修,金辉城江城上,南岸,铜元局,2017
3室2厅2卫,102,15196,南北,中层（共13层）,毛坯,荣盛鹿山府,渝北,空港新城,2019
3室2厅2卫,94,12872,南,低层（共14层）,精装修,保利拾光年,渝北,悦来,2023
2室2厅1卫,57,13860,北,中层（共32层）,精装修,财信城市国际,渝北,加州新牌坊,无
3室2厅2卫,117,8974,南,高层（共33层）,中装修,邮政绿苑,渝北,加州新牌坊,无
5室2厅5卫,382.6,24830,南,底层地上层数（共3层）,精装修,棕榈泉国际花园别墅,渝北,人和,2006
4室2厅2卫,211,15621,北,高层（共24层）,精装修,棕榈泉悦江国际B区,渝北,悦来,无
3室2厅2卫,142,21056,南,中层（共40层）,精装修,凯德九章,渝北,冉家坝,有
2室2厅1卫,111,24324,南,中层（共51层）,精装修,国浩18T,渝中,解放碑,2020
3室2厅2卫,95,17684,南,中层（共8层）,毛坯,中央公园悦府,渝北,中央公园,2023
4室2厅2卫,183,20765,西北,高层（共30层）,精装修,洋世达南滨特区,南岸,南坪东路,无
2室2厅1卫,86.26,19128,南,高层（共32层）,毛坯,鲁能星城十二街区,渝北,龙头寺,2010
5室3厅5卫,322.07,23287,东,底层地上层数（共1层）,毛坯,融创尊爵堡二期,渝北,汽博中心,
3室2厅4卫,378.37,14800,东南,底层（共1层）,精装修,香港置地壹江郡三期,渝北,大竹林,有
3室2厅1卫,94.52,16928,东,高层（共31层）,精装修,恒大世纪城北苑,渝北,照母山,无
3室2厅2卫,97,13196,南,底层（共1层）,简装修,保亿御景玖园,北碚,蔡家,2023
3室2厅2卫,132,20682,西南,中层（共49层）,精装修,恒大御龙天峰,江北,北滨路,2016
3室2厅2卫,95.25,13648,南,中层（共5层）,毛坯,新山和悦,渝北,回兴,2022
3室2厅3卫,141,18794,南,底层（共1层）,精装修,恒大御景半岛住宅,渝北,人和,无
5室2厅4卫,204.98,24880,南北,中层（共7层）,毛坯,香港置地壹江郡,渝北,大竹林,2018
3室2厅2卫,140.11,20413,东南,高层（共41层）,精装修,保利天汇,江北,金源路,无
3室2厅1卫,95.95,16675,南,中层（共30层）,精装修,煌华晶萃城,江北,观音桥,2023
5室2厅3卫,166,23976,南北,高层（共6层）,毛坯,华发四季半岛,南岸,弹子石,2020
3室2厅2卫,130,29077,南北,中层（共6层）,精装修,北大资源博雅,渝北,照母山,无
2室2厅2卫,140.28,19960,东,底层地上层数（共5层）,精装修,御璟湖山璟云,渝北,礼嘉,
3室2厅1卫,116,10776,南,高层（共33层）,精装修,环卫大厦,渝中,大坪,无
2室2厅2卫,83.85,14192,北,高层（共28层）,精装修,珠江太阳城C区,江北,五里店,2010
4室2厅2卫,127.54,12780,南,高层（共30层）,毛坯,御璟湖山璟樾,渝北,礼嘉,无
5室2厅5卫,382.6,24830,南,底层地上层数（共3层）,精装修,棕榈泉国际花园别墅,渝北,人和,2006
5室2厅5卫,374.33,23776,西,底层地上层数（共3层）,毛坯,龙湖蓝湖郡东岸,渝北,鸳鸯,2000
2室2厅3卫,130.89,24448,南,顶层地上层数（共3层）,精装修,康桥融府别墅,渝北,照母山,
3室2厅2卫,91,12637,西北,低层（共8层）,精装修,中国铁建山语桃源,渝北,中央公园,2020
4室2厅5卫,192.07,29156,东,底层地上层数（共1层）,精装修,融创金开融府,渝北,回兴,
4室2厅2卫,102,14706,南北,顶层（共8层）,毛坯,荣盛鹿山府,渝北,空港新城,2023
4室2厅3卫,138,11594,南北,高层（共8层）,毛坯,富力城,沙坪坝,大学城,2020
4室2厅5卫,275.12,13085,南,底层地上层数（共1层）,毛坯,融创凡尔赛花园别墅,渝北,照母山,2015
2室1厅1卫,81.52,9814,东,高层（共32层）,精装修,华宇春江花月,九龙坡,谢家湾,无
1室1厅1卫,44,15909,南,中层（共32层）,精装修,华润二十四城,九龙坡,杨家坪,无
4室2厅2卫,129.1,13013,南,低层（共27层）,精装修,鲁能泰山7号五街区,渝北,中央公园,无
5室3厅6卫,612,13072,南,底层地上层数（共4层）,精装修,首钢美利山别墅,渝北,汽博中心,
4室2厅2卫,172.69,18530,东南,高层（共42层）,精装修,中国铁建西派城,江北,海尔路,无
5室2厅2卫,126,18254,南,中层（共8层）,精装修,万科璞园,渝北,中央公园,2023
4室2厅2卫,161.78,14217,南,低层（共11层）,精装修,金科天元道砚北B组团,渝北,大竹林,有
4室2厅2卫,154,21948,南北,高层（共40层）,精装修,凯德九章,渝北,冉家坝,2021
4室2厅2卫,168,16964,北,中层（共27层）,精装修,公园大道上峯,渝北,中央公园,无
4室2厅2卫,188.03,25528,东,底层地上层数（共2层）,毛坯,碧桂园中俊天玺别墅,渝北,照母山,2018
3室2厅2卫,224,35000,南,中层（共8层）,精装修,国浩18T,渝中,解放碑,2022
4室2厅2卫,119.65,19724,南北,底层（共7层）,精装修,金科天元道C区,渝北,大竹林,2018
3室2厅1卫,92.95,9683,南,低层（共33层）,精装修,富州新城二期,沙坪坝,高庙村,2012
3室2厅2卫,111.95,17865,南,低层（共11层）,简装修,国美江天御府,江北,北滨路,无
6室3厅5卫,594.48,15980,南,底层地上层数（共1层）,精装修,融创玫瑰园,渝北,礼嘉,2020
3室2厅2卫,101.51,16255,西北,低层（共31层）,精装修,鲁能星城六街区,渝北,龙头寺,无
3室2厅1卫,82.39,9710,南北,低层（共26层）,精装修,协信城立方三期,沙坪坝,大学城,有
3室2厅1卫,99.74,22057,北,低层（共50层）,精装修,万科重庆天地翡翠天麓,渝中,化龙桥,无
4室2厅2卫,189.11,12744,南,底层（共3层）,毛坯,首创禧瑞山河,南岸,茶园新区,2021
3室2厅2卫,94.5,19048,南,底层（共6层）,毛坯,康田星樾,渝北,中央公园,2023
3室2厅2卫,101,13465,南,中层（共33层）,精装修,金辉御江府,南岸,铜元局,无
4室2厅2卫,163,26074,西南,低层（共8层）,精装修,香港置地壹号半岛,渝北,照母山,无
4室2厅2卫,115.94,12938,南,低层（共30层）,毛坯,御璟湖山璟樾,渝北,礼嘉,无
1室2厅1卫,56.79,25004,南北,中层（共25层）,毛坯,光大控股朝天门中心公寓,渝中,朝天门,2021
1室1厅1卫,49.05,12844,东南,低层（共26层）,精装修,同天观云邸,九龙坡,巴国城,2009
4室2厅2卫,134,12836,东南,低层（共8层）,毛坯,礼悦江山,渝北,礼嘉,无
4室3厅3卫,221,27149,南,低层（共11层）,豪华装修,保亿·御江临风,南岸,弹子石,2020
4室2厅3卫,236.25,19810,南,中层（共8层）,毛坯,鲁能星城外滩,江北,寸滩,2017
4室2厅3卫,306.45,15990,南,高层（共8层）,精装修,鲁能泰山7号,渝北,中央公园,2023
4室2厅3卫,229.63,23516,南北,中层（共18层）,毛坯,龙湖舜山府,渝北,照母山,2021
3室2厅2卫,145.16,23285,南,中层（共32层）,精装修,国浩18T,渝中,解放碑,2022
4室2厅5卫,201,13831,南,底层地上层数（共1层）,精装修,逸翠庄园,渝北,汽博中心,2010
4室2厅2卫,110,13636,南,高层（共15层）,毛坯,常青藤·湖上初晴,渝北,农业园区,2021
2室2厅1卫,78,16923,南,低层（共43层）,精装修,恒大中央广场,江北,江北嘴,无
4室2厅2卫,130,14462,南北,中层（共43层）,精装修,重庆洺悦府,江北,大石坝,2019
4室2厅2卫,160.13,31100,南,顶层（共6层）,豪华装修,国美江天御府,江北,北滨路,2018
3室2厅1卫,117.96,17803,南,高层（共37层）,精装修,恒大御龙天峰,江北,北滨路,2016
3室2厅2卫,118,16780,南,高层（共32层）,精装修,恒大名都,渝中,大坪,2011
2室2厅1卫,72.87,13696,西,低层（共32层）,精装修,东原旭辉江山樾,渝北,礼嘉,有
5室2厅3卫,156,17949,南,底层地上层数（共3层）,毛坯,华侨城天澜美墅,渝北,礼嘉,2019
3室2厅2卫,121,19504,南,高层（共32层）,精装修,金科公园王府,渝北,龙头寺,无
4室2厅2卫,143,17622,东南,高层（共6层）,毛坯,中粮天悦壹号,江北,石马河,2019
3室1厅3卫,208,14904,西,高层（共41层）,精装修,协信公馆,渝中,解放碑,2015
2室2厅1卫,185.36,24277,东,底层（共13层）,精装修,龙湖舜山府,渝北,照母山,有
3室2厅1卫,78.67,11161,东南,中层（共33层）,精装修,融创欧麓花园城铂爵郡,巴南,鹿角,2018
3室2厅2卫,101.96,13731,西南,中层（共23层）,精装修,御璟湖山璟园,渝北,礼嘉,无
6室3厅6卫,288.86,31088,南,底层地上层数（共3层）,精装修,金科廊桥水乡别墅,沙坪坝,大学城,2018
3室2厅1卫,82.58,9688,南北,中层（共26层）,精装修,协信城立方三期,沙坪坝,大学城,有
3室2厅2卫,134,15075,北,低层（共66层）,精装修,恒大御龙天峰,江北,北滨路,2018
4室2厅2卫,85,15882,北,中层（共33层）,精装修,协信星都会,渝北,照母山,有
5室2厅4卫,251.59,21463,东南,低层（共31层）,精装修,寰宇天下观澜苑A区,江北,江北嘴,2013
4室3厅4卫,331,39275,南,中层（共47层）,精装修,国浩18T,渝中,解放碑,2022
3室2厅2卫,123,17073,东,高层（共7层）,精装修,恒大御景半岛住宅,渝北,人和,无
2室2厅1卫,84,18036,南,中层（共32层）,精装修,龙湖九里峰景,渝北,礼嘉,有
1室1厅1卫,55,12727,南,低层（共32层）,精装修,恒大照母山山水城,渝北,照母山,无
3室2厅2卫,171,15906,南,中层（共26层）,精装修,棕榈泉国际花园四期,渝北,人和,无
3室2厅2卫,99,16162,南,高层（共14层）,精装修,万科森林公园林漫,渝北,中央公园,2018
1室0厅1卫,42.22,14211,西南,高层（共35层）,精装修,煌华晶萃城,江北,观音桥,2018
3室2厅2卫,150,10000,西南,低层（共17层）,精装修,南方上格林红枫苑,江北,五里店,2005
3室2厅2卫,99,12424,西南,高层（共23层）,精装修,鲁能领秀城,南岸,茶园新区,无
4室2厅2卫,137,12044,南,中层（共8层）,毛坯,融创江南融府,南岸,南岸其他,2019
4室2厅2卫,183.05,19230,南北,中层（共4层）,精装修,凯德九章,渝北,冉家坝,2016
3室2厅1卫,114.51,18339,南北,高层（共52层）,精装修,长嘉汇一期,南岸,南滨路,2013
3室2厅2卫,95,18000,南,中层（共8层）,毛坯,中央公园悦府,渝北,中央公园,2023
4室2厅2卫,151.42,20143,南北,中层（共8层）,精装修,龙湖源著北区,江北,南桥寺,2011
4室2厅3卫,170.68,19041,北,高层（共8层）,精装修,保利山庄梧桐,江北,鸿恩寺,2019
3室2厅2卫,105,13905,东,高层（共33层）,精装修,首创鸿恩国际生活区,江北,鸿恩寺,有
3室2厅2卫,90,16667,南,高层（共8层）,毛坯,泷悦长安,沙坪坝,西永,2022
3室2厅2卫,99.09,11101,东,低层（共15层）,精装修,美的荣安公园天下,巴南,鹿角,2018
3室2厅2卫,104,17115,南,低层（共56层）,精装修,龙湖春森彼岸,江北,北滨路,2018
4室2厅2卫,125.1,12550,南,中层（共8层）,简装修,重庆融创文旅城御逸,沙坪坝,沙坪坝其他,2018
2室1厅1卫,82.55,12235,南,高层（共28层）,精装修,恒大照母山山水城,渝北,照母山,无
3室2厅2卫,99,15960,西北,低层（共17层）,毛坯,国浩·白屿林,渝北,中央公园,2020
3室2厅2卫,142,23028,南,中层（共35层）,精装修,凯德九章,江北,南桥寺,2019
7室3厅7卫,672.19,14877,南,底层地上层数（共3层）,毛坯,华侨城天澜美墅,渝北,礼嘉,2020
3室2厅2卫,113,15664,北,高层（共33层）,精装修,龙湖两江新宸森屿,渝北,礼嘉,无
2室2厅1卫,76.7,10561,南,中层（共23层）,精装修,桃源居国际花园,渝北,空港,2018
4室2厅3卫,167,21317,南,高层（共47层）,豪华装修,凯德九章,渝北,冉家坝,2021
6室4厅6卫,395,12101,东,底层地上层数（共3层）,毛坯,庆隆南山高尔夫国际社区柏翠庄,南岸,茶园新区,2010
3室2厅2卫,104,10577,南,高层（共12层）,毛坯,康田宸樾,渝北,鸳鸯,2020
4室2厅2卫,168.23,11888,西,低层（共30层）,精装修,棕榈泉悦江国际B区,渝北,悦来,无
3室2厅2卫,94.26,8487,南北,低层（共33层）,毛坯,旭阳台北城一期,沙坪坝,大学城,2017
5室2厅3卫,205,21366,南,底层地上层数（共1层）,精装修,世茂茂悦府别墅,渝北,照母山,2019
4室2厅3卫,199,23618,南北,中层（共29层）,豪华装修,阳光城天澜道11号,江北,江北嘴,2021
5室3厅4卫,352.18,19734,东,底层地上层数（共3层）,毛坯,协信彩云湖1号,九龙坡,巴国城,2010
3室2厅2卫,124,19516,西南,顶层（共24层）,精装修,金辉长江铭著,南岸,铜元局,无
3室2厅2卫,138,15217,南,高层（共32层）,精装修,鲁能星城八街区,渝北,龙头寺,2007
2室2厅1卫,63.82,22720,西南,中层（共33层）,精装修,江北嘴新鸥鹏教育城二期,江北,江北嘴,无
3室2厅2卫,117.03,13244,东南,低层（共33层）,精装修,华润中央公园,江北,鸿恩寺,有
3室2厅2卫,98.35,11185,南北,高层（共7层）,精装修,协信城立方揽院,沙坪坝,大学城,有
4室2厅3卫,199.27,18066,南北,中层（共8层）,精装修,华侨城嘉陵江天,渝北,礼嘉,无
2室2厅1卫,92,13696,南,中层地上层数（共17层）,简装修,金科中华坊,渝北,人和,
4室2厅2卫,352.17,13346,南,底层地上层数（共1层）,毛坯,融创凡尔赛花园别墅,渝北,照母山,2015
4室2厅4卫,217,17512,西南,低层（共25层）,精装修,金辉御江府,南岸,铜元局,无
3室2厅2卫,149.98,18336,南,低层（共11层）,精装修,龙湖九里晴川二期龙湖揽境,渝北,礼嘉,有
6室3厅5卫,387.31,22721,南,底层地上层数（共2层）,毛坯,常青藤人文别墅,渝北,农业园区,2009
4室2厅3卫,177,15028,南,底层地上层数（共3层）,毛坯,华侨城岚溪云墅,渝北,礼嘉,2020
4室2厅3卫,228.12,24548,东北,中层（共18层）,精装修,龙湖舜山府,渝北,照母山,无
4室1厅2卫,153,13203,东,高层（共41层）,精装修,鲁能星城外滩,江北,寸滩,2020
3室2厅2卫,102.24,17801,南,低层（共33层）,精装修,保利观澜二期漫城,江北,海尔路,无
3室2厅2卫,130,10769,南,高层（共25层）,毛坯,渝高星洲,北碚,蔡家,2020
4室2厅3卫,167,19940,南,高层（共47层）,豪华装修,凯德九章,渝北,冉家坝,2021
4室2厅2卫,195.85,18637,东北,顶层（共3层）,精装修,嘉凯城北麓官邸,江北,鸿恩寺,无
4室2厅3卫,148,21622,南,低层（共26层）,毛坯,阳光城天澜道11号,江北,江北嘴,2022
2室1厅2卫,79.28,15767,西北,高层（共33层）,精装修,保利花半里二期,九龙坡,杨家坪,无
3室2厅2卫,111,14414,南北,低层（共30层）,精装修,鲁能星城一街区,渝北,龙头寺,2006
5室2厅4卫,294,41497,南北,中层（共35层）,精装修,万科锦绣滨江,渝中,化龙桥,2023
2室2厅3卫,272.96,49458,北,高层（共30层）,精装修,东原1891印长江,南岸,南滨路,无
2室2厅1卫,65.07,9221,南,中层（共33层）,精装修,鲁能星城十三街区,渝北,龙头寺,2017
1室1厅1卫,200.29,14978,南北,中层（共30层）,毛坯,重庆天地SOHO,渝中,化龙桥,2019
4室2厅2卫,120.39,22842,西北,中层（共17层）,精装修,约克郡壹号湖畔,渝北,照母山,无
4室2厅3卫,199.09,19087,南北,高层（共35层）,精装修,阳光城天澜道11号,江北,江北嘴,2020
1室1厅2卫,53.76,12091,东,中层（共32层）,精装修,中庚香江美地,渝中,黄沙溪,无
6室4厅5卫,365,14521,南,底层地上层数（共1层）,豪华装修,庆隆南山高尔夫柏翠庄,南岸,茶园新区,2009
3室2厅2卫,103,12816,南,中层（共24层）,豪华装修,中交中央公园,渝北,中央公园,2023
4室2厅2卫,107.21,10260,南北,顶层（共7层）,毛坯,盛豪首港城A区,沙坪坝,大学城,有
3室2厅2卫,99,13333,南,中层（共8层）,精装修,保利雲璟,渝北,回兴,2019
2室2厅2卫,72.49,18623,西南,低层（共17层）,精装修,龙湖昱湖壹号铂岸,渝北,礼嘉,无
4室2厅3卫,169.27,21268,南北,中层（共10层）,精装修,北大资源·蘭庭序,渝北,照母山,无
4室2厅2卫,129,17442,南,顶层（共8层）,精装修,铂悦澜庭,南岸,弹子石,无
3室2厅2卫,123.97,14036,北,中层（共32层）,精装修,招商江湾城,江北,北滨路,无
3室2厅2卫,121,14463,西北,低层（共33层）,精装修,华润中央公园,江北,鸿恩寺,2013
3室2厅2卫,168.77,17776,西北,高层（共48层）,精装修,万科御澜道·滨江组团,江北,江北嘴,无
1室1厅1卫,55.79,20255,南,高层（共32层）,精装修,江北嘴新鸥鹏教育城二期,江北,江北嘴,2018
2室2厅1卫,82,13415,南,低层（共12层）,精装修,万科悦湾,江北,石马河,无
2室2厅1卫,89,12921,南,高层（共32层）,精装修,长安麒麟公馆,江北,建东路,2010
3室2厅2卫,158,29114,北,高层（共47层）,豪华装修,万科翡翠都会,渝中,一号桥,无
3室2厅1卫,85,13882,南,低层（共33层）,毛坯,美岸江山,南岸,弹子石,2023
3室2厅2卫,99.53,16879,西南,低层（共33层）,精装修,江北嘴新鸥鹏教育城二期,江北,江北嘴,无
4室3厅3卫,221,26606,南,低层（共11层）,豪华装修,保亿·御江临风,南岸,弹子石,2020
3室2厅2卫,108,18333,南,高层（共33层）,精装修,国兴北岸江山,江北,北滨路,2018
2室2厅1卫,76,12500,南,中层（共33层）,精装修,融汇温泉城·翰林学府,沙坪坝,梨树湾,2020
3室2厅2卫,93,8387,南北,中层（共24层）,毛坯,花溪御府,巴南,李家沱,2023
2室2厅1卫,62.2,14630,南,高层（共33层）,毛坯,美岸江山,南岸,弹子石,2023
3室2厅2卫,85.26,19001,南,高层（共31层）,精装修,凯德九章,渝北,冉家坝,2020
3室2厅2卫,112.86,15772,东南,高层（共33层）,精装修,碧桂园中俊天玺,渝北,照母山,无
4室3厅2卫,169.12,9579,北,低层（共25层）,精装修,加州城市花园,渝北,加州新牌坊,无
2室2厅1卫,85,14824,南,高层（共33层）,精装修,国兴北岸江山,江北,北滨路,无
3室2厅2卫,104,16346,东南,低层（共42层）,精装修,重庆洺悦府,江北,大石坝,2022
3室2厅2卫,97,17216,北,中层（共33层）,精装修,保利观澜二期漫城,江北,海尔路,2020
3室2厅3卫,181.02,18506,东南,低层（共17层）,豪华装修,寰宇天下,江北,江北嘴,有
4室2厅2卫,139.15,21559,南,高层（共42层）,精装修,江北嘴壹号院西苑,江北,江北嘴,无
3室2厅2卫,110,30909,东,高层（共47层）,精装修,万科翡翠都会,渝中,一号桥,无
9室3厅5卫,492.46,20286,南,底层地上层数（共4层）,毛坯,融创凡尔赛花园别墅,渝北,照母山,2016
3室2厅2卫,112,8661,西,低层（共32层）,精装修,鸿恩新天地,江北,鸿恩寺,2015
5室2厅5卫,227,11894,南,底层地上层数（共3层）,毛坯,碧桂园长桥江山,北碚,蔡家,2019
5室2厅3卫,182.85,17938,南北,中层（共8层）,精装修,嘉景湾,渝北,礼嘉,2021
5室2厅4卫,400.44,39656,南,高层（共32层）,豪华装修,长嘉汇五期,南岸,涂山路,2018
3室2厅2卫,140,11771,西北,中层（共37层）,中装修,阳光100国际新城,南岸,涂山路,有
3室2厅2卫,104.66,19109,西,高层（共27层）,精装修,江北嘴新鸥鹏教育城二期,江北,江北嘴,2019
3室2厅2卫,156.26,22719,南北,中层（共8层）,毛坯,长嘉汇朗峯,南岸,南滨路,2021
4室2厅2卫,149.86,11678,西北,顶层（共33层）,精装修,华润中央公园,江北,鸿恩寺,有
2室1厅1卫,81.52,9814,东,高层（共32层）,精装修,华宇春江花月,九龙坡,谢家湾,无
3室2厅1卫,90.86,13867,东南,高层（共32层）,精装修,恒大照母山山水城,渝北,照母山,无
4室2厅3卫,339.25,25940,西北,高层（共47层）,精装修,重庆来福士,渝中,朝天门,2017
3室2厅1卫,95,12947,西,低层（共31层）,精装修,铂悦澜庭璞园,南岸,弹子石,无
2室2厅1卫,70,8000,南,中层（共17层）,毛坯,格力两江总部公园,江北,复盛,2020
4室2厅2卫,116,11897,南北,低层（共8层）,毛坯,华远海蓝城,巴南,巴滨路,2021
2室2厅1卫,92.67,15302,南,中层（共48层）,精装修,紫御江山,江北,江北嘴,2018
2室2厅1卫,85.6,16121,北,低层（共39层）,精装修,融景城尚峰,江北,建东路,无
3室3厅3卫,175,18229,东,底层地上层数（共3层）,精装修,力帆棠悦,渝北,黄泥磅,2018
3室2厅2卫,99,9596,南,中层（共8层）,毛坯,首钢铂鹭风华,渝北,空港,2023
4室2厅2卫,139.5,22581,南,高层（共7层）,毛坯,香港置地壹江郡,渝北,大竹林,2021
3室2厅2卫,99.34,23656,南北,中层（共44层）,精装修,紫御江山,江北,江北嘴,2018
4室2厅2卫,130,9385,南北,中层（共10层）,毛坯,首钢铂鹭风华,渝北,空港,2022
4室2厅2卫,134,20746,西南,中层（共13层）,精装修,十里长江,南岸,南滨路,2020
4室2厅2卫,164.28,25262,南,顶层（共16层）,精装修,重庆兰园,渝北,冉家坝,有
3室2厅2卫,118.03,14234,西北,中层（共29层）,精装修,金辉城春上南滨,南岸,铜元局,2016
3室2厅2卫,117.54,19738,东北,低层（共42层）,精装修,中海紫御江山熙岸,江北,江北嘴,2017
3室2厅2卫,121.28,20036,西,低层（共42层）,精装修,江北嘴壹号院西苑,江北,江北嘴,无
3室2厅1卫,75,15733,南,低层（共18层）,毛坯,万科璞园,渝北,中央公园,2020
4室2厅2卫,157,13694,南,中层（共23层）,毛坯,中伦金海岸,渝北,大竹林,2022
6室3厅5卫,594.48,20186,南,底层地上层数（共1层）,精装修,融创玫瑰园,渝北,礼嘉,2017
3室2厅2卫,125.33,15000,北,中层（共32层）,精装修,鲁能星城十一街区,渝北,龙头寺,2007
3室2厅2卫,181,16022,南,低层（共8层）,毛坯,南山山晓,南岸,南山,2019
4室2厅2卫,179.49,19500,南,顶层地上层数（共3层）,精装修,东原旭辉江山樾别墅,渝北,礼嘉,
3室2厅2卫,124,20887,西北,低层（共50层）,精装修,万科重庆天地翡翠天麓,渝中,化龙桥,无
4室2厅2卫,138.9,19294,西南,中层（共6层）,精装修,绿地海外滩,江北,鸿恩寺,无
6室2厅4卫,156,19231,南,底层地上层数（共3层）,毛坯,华侨城天澜美墅,渝北,礼嘉,2019
1室1厅1卫,47.17,12508,东南,低层（共33层）,精装修,华润中央公园,江北,鸿恩寺,有
4室2厅2卫,182.49,31235,东南,中层（共7层）,精装修,鹅岭峯,渝中,两路口,2016
4室2厅4卫,329,16505,南,高层（共30层）,毛坯,恒大御龙天峰,江北,北滨路,2020
3室2厅2卫,107.88,14831,北,中层（共32层）,精装修,鲁能星城九街区,渝北,龙头寺,2009
4室2厅2卫,172.8,17245,东,顶层（共7层）,精装修,保利国宾上院,渝中,袁家岗,2008
4室2厅3卫,240,10750,东,底层地上层数（共3层）,毛坯,鲁能领秀城别墅,南岸,茶园新区,2015
3室2厅1卫,100.68,17878,西北,低层（共48层）,中装修,鲁能星城六街区,渝北,龙头寺,2012
3室2厅2卫,99,16667,南,中层（共11层）,精装修,国浩·白屿林,渝北,中央公园,2023
3室2厅2卫,130.42,18785,东南,高层（共31层）,精装修,紫御江山,江北,江北嘴,无
4室2厅2卫,118.73,12634,南,中层（共8层）,毛坯,礼悦江山,渝北,礼嘉,无
3室2厅3卫,152.59,26214,南,低层（共45层）,精装修,寰宇天下天玺,江北,江北嘴,无
3室2厅2卫,140.11,20413,东南,高层（共41层）,精装修,保利天汇,江北,金源路,2018
4室2厅2卫,171.71,17937,西南,低层（共12层）,毛坯,龙湖昱湖壹号枋园,渝北,礼嘉,无
2室2厅2卫,97,10825,北,低层（共32层）,精装修,鲁能星城十街区,江北,江北嘴,2009
2室2厅2卫,90.57,10600,西北,高层（共33层）,精装修,黄龙花园,渝北,黄泥磅,有
3室2厅2卫,99,17172,南,中层（共8层）,精装修,万科璞园,渝北,中央公园,2019
3室2厅2卫,139,10072,南,高层（共18层）,精装修,天一新城,渝北,冉家坝,无
3室2厅2卫,174.41,15423,南,高层（共40层）,精装修,融景城郦苑,江北,建东路,无
3室2厅2卫,91,14835,南,底层（共2层）,毛坯,雅居乐滨爵府,渝北,礼嘉,2021
3室2厅2卫,87,13793,南,底层（共12层）,毛坯,旭辉·铂宸中央,渝北,空港新城,2022
3室2厅2卫,97.53,19276,东南,中层（共39层）,精装修,保利观澜三期,江北,江北嘴,2018
2室2厅1卫,78.28,14691,北,低层（共33层）,精装修,国兴北岸江山,江北,北滨路,无
3室2厅1卫,95,12947,西,低层（共31层）,精装修,铂悦澜庭璞园,南岸,弹子石,2018
3室2厅2卫,130.25,12898,南,高层（共13层）,简装修,九阙府洋房,南岸,南岸其他,2017
2室1厅1卫,98.78,7086,北,高层（共24层）,精装修,鹰冠小区,渝中,两路口,无
2室2厅1卫,88,13068,北,高层（共30层）,精装修,珠江太阳城A区,江北,北滨路,有
4室2厅2卫,193.08,19940,南,低层（共7层）,精装修,世茂茂悦府,渝北,照母山,无
4室2厅2卫,118,9153,东,高层（共49层）,精装修,融创国博领馆三期,渝北,悦来,无
4室2厅2卫,168.99,16332,南,高层（共22层）,精装修,公园大道上宸,渝北,中央公园,无
3室2厅1卫,84.38,18132,北,高层（共36层）,精装修,融景城尚峰,江北,建东路,有
3室2厅1卫,99.62,11243,南,低层（共28层）,精装修,渝铁家苑,渝北,龙头寺,无
3室2厅2卫,95.01,13262,东南,高层（共8层）,精装修,建发·书香府,北碚,蔡家,2020
1室0厅1卫,42.22,14211,西南,高层（共35层）,精装修,煌华晶萃城,江北,观音桥,2018
4室2厅5卫,206.55,21786,南,底层地上层数（共10层）,毛坯,金科九曲河,渝北,礼嘉,2017
3室2厅2卫,113,15841,北,低层（共23层）,精装修,公园大道菁澜二组团,渝北,中央公园,无
7室3厅3卫,381.87,20923,南北,底层（共1层）,毛坯,约克郡壹号湖畔,渝北,照母山,2018
4室2厅5卫,275.12,13085,南,底层地上层数（共1层）,毛坯,融创凡尔赛花园别墅,渝北,照母山,2015
4室2厅2卫,208,32692,南,高层（共45层）,精装修,寰宇天下天玺,江北,江北嘴,有
5室1厅2卫,206.81,19245,南,底层地上层数（共3层）,精装修,龙湖U城听蓝湾,沙坪坝,大学城,2011
4室2厅2卫,172.35,16246,南北,低层（共33层）,毛坯,龙湖源著北区,江北,南桥寺,2011
